noise_percentage,confidence_factor,correctly_classified,accuracy
03.250,0.075,916,48.5169
03.250,0.125,916,48.5169
03.250,0.150,916,48.5169
03.250,0.175,916,48.5169
03.250,0.1,916,48.5169
03.250,0.225,917,48.5699
03.250,0.25,980,51.9068
03.250,0.275,1012,53.6017
03.250,0.2,917,48.5699
03.250,0.325,1101,58.3157
03.250,0.350,1128,59.7458
03.250,0.375,1144,60.5932
03.250,0.3,1097,58.1038
03.250,0.425,1152,61.0169
03.250,0.45,1165,61.7055
03.250,0.475,1165,61.7055
03.250,0.4,1152,61.0169
03.250,0.5,1169,61.9174
03.300,0.025,854,45.2331
03.300,0.05,906,47.9873
03.300,0.075,907,48.0403
03.300,0.125,907,48.0403
03.300,0.150,909,48.1462
03.300,0.175,942,49.8941
03.300,0.1,907,48.0403
03.300,0.225,998,52.8602
03.300,0.25,978,51.8008
03.300,0.275,1106,58.5805
03.300,0.2,950,50.3178
03.300,0.325,1126,59.6398
03.300,0.350,1127,59.6928
03.300,0.375,1138,60.2754
03.300,0.3,1119,59.2691
03.300,0.425,1149,60.8581
03.300,0.45,1155,61.1758
03.300,0.475,1164,61.6525
03.300,0.4,1140,60.3814
03.300,0.5,1164,61.6525
03.350,0.025,850,45.0212
03.350,0.05,903,47.8284
03.350,0.075,903,47.8284
03.350,0.125,903,47.8284
03.350,0.150,905,47.9343
03.350,0.175,905,47.9343
03.350,0.1,903,47.8284
03.350,0.225,978,51.8008
03.350,0.25,970,51.3771
03.350,0.275,1048,55.5085
03.350,0.2,919,48.6758
03.350,0.325,1110,58.7924
03.350,0.350,1112,58.8983
03.350,0.375,1115,59.0572
03.350,0.3,1084,57.4153
03.350,0.425,1133,60.0106
03.350,0.45,1156,61.2288
03.350,0.475,1156,61.2288
03.350,0.4,1118,59.2161
03.350,0.5,1156,61.2288
03.400,0.025,859,45.4979
03.400,0.05,911,48.2521
03.400,0.075,911,48.2521
03.400,0.125,911,48.2521
03.400,0.150,913,48.3581
03.400,0.175,913,48.3581
03.400,0.1,911,48.2521
03.400,0.225,984,52.1186
03.400,0.25,987,52.2775
03.400,0.275,1002,53.072
03.400,0.2,984,52.1186
03.400,0.325,1117,59.1631
03.400,0.350,1129,59.7987
03.400,0.375,1133,60.0106
03.400,0.3,1114,59.0042
03.400,0.425,1158,61.3347
03.400,0.45,1171,62.0233
03.400,0.475,1174,62.1822
03.400,0.4,1154,61.1229
03.400,0.5,1174,62.1822
03.450,0.025,856,45.339
03.450,0.05,908,48.0932
03.450,0.075,908,48.0932
03.450,0.125,908,48.0932
03.450,0.150,910,48.1992
03.450,0.175,910,48.1992
03.450,0.1,908,48.0932
03.450,0.225,922,48.8347
03.450,0.25,942,49.8941
03.450,0.275,1073,56.8326
03.450,0.2,934,49.4703
03.450,0.325,1116,59.1102
03.450,0.350,1131,59.9047
03.450,0.375,1162,61.5466
03.450,0.3,1101,58.3157
03.450,0.425,1171,62.0233
03.450,0.45,1177,62.3411
03.450,0.475,1177,62.3411
03.450,0.4,1165,61.7055
03.450,0.5,1177,62.3411
03.500,0.025,861,45.6038
03.500,0.05,914,48.411
03.500,0.075,914,48.411
03.500,0.125,914,48.411
03.500,0.150,916,48.5169
03.500,0.175,916,48.5169
03.500,0.1,914,48.411
03.500,0.225,951,50.3708
03.500,0.25,984,52.1186
03.500,0.275,1072,56.7797
03.500,0.2,917,48.5699
03.500,0.325,1109,58.7394
03.500,0.350,1111,58.8453
03.500,0.375,1131,59.9047
03.500,0.3,1105,58.5275
03.500,0.425,1160,61.4407
03.500,0.45,1168,61.8644
03.500,0.475,1168,61.8644
03.500,0.4,1151,60.964
03.500,0.5,1168,61.8644
03.550,0.025,864,45.7627
03.550,0.05,916,48.5169
03.550,0.075,918,48.6229
03.550,0.125,918,48.6229
03.550,0.150,920,48.7288
03.550,0.175,920,48.7288
03.550,0.1,918,48.6229
03.550,0.225,975,51.6419
03.550,0.25,976,51.6949
03.550,0.275,980,51.9068
03.550,0.2,973,51.536
03.550,0.325,1110,58.7924
03.550,0.350,1119,59.2691
03.550,0.375,1134,60.0636
03.550,0.3,1096,58.0508
03.550,0.425,1164,61.6525
03.550,0.45,1170,61.9703
03.550,0.475,1170,61.9703
03.550,0.4,1153,61.0699
03.550,0.5,1170,61.9703
03.600,0.025,907,48.0403
03.600,0.05,908,48.0932
03.600,0.075,908,48.0932
03.600,0.125,908,48.0932
03.600,0.150,912,48.3051
03.600,0.175,912,48.3051
03.600,0.1,908,48.0932
03.600,0.225,969,51.3242
03.600,0.25,979,51.8538
03.600,0.275,994,52.6483
03.600,0.2,961,50.9004
03.600,0.325,1130,59.8517
03.600,0.350,1139,60.3284
03.600,0.375,1142,60.4873
03.600,0.3,1111,58.8453
03.600,0.425,1151,60.964
03.600,0.45,1157,61.2818
03.600,0.475,1161,61.4936
03.600,0.4,1149,60.8581
03.600,0.5,1161,61.4936
03.650,0.025,850,45.0212
03.650,0.05,901,47.7225
03.650,0.075,902,47.7754
03.650,0.125,904,47.8814
03.650,0.150,904,47.8814
03.650,0.175,904,47.8814
03.650,0.1,902,47.7754
03.650,0.225,964,51.0593
03.650,0.25,965,51.1123
03.650,0.275,965,51.1123
03.650,0.2,960,50.8475
03.650,0.325,1097,58.1038
03.650,0.350,1098,58.1568
03.650,0.375,1124,59.5339
03.650,0.3,1084,57.4153
03.650,0.425,1137,60.2225
03.650,0.45,1142,60.4873
03.650,0.475,1151,60.964
03.650,0.4,1131,59.9047
03.650,0.5,1151,60.964
03.700,0.025,851,45.0742
03.700,0.05,903,47.8284
03.700,0.075,903,47.8284
03.700,0.125,903,47.8284
03.700,0.150,905,47.9343
03.700,0.175,950,50.3178
03.700,0.1,903,47.8284
03.700,0.225,961,50.9004
03.700,0.25,1020,54.0254
03.700,0.275,1031,54.6081
03.700,0.2,951,50.3708
03.700,0.325,1081,57.2564
03.700,0.350,1089,57.6801
03.700,0.375,1111,58.8453
03.700,0.3,1039,55.0318
03.700,0.425,1134,60.0636
03.700,0.45,1141,60.4343
03.700,0.475,1150,60.911
03.700,0.4,1129,59.7987
03.700,0.5,1150,60.911
03.750,0.025,859,45.4979
03.750,0.05,912,48.3051
03.750,0.075,912,48.3051
03.750,0.125,912,48.3051
03.750,0.150,950,50.3178
03.750,0.175,950,50.3178
03.750,0.1,912,48.3051
03.750,0.225,951,50.3708
03.750,0.25,991,52.4894
03.750,0.275,991,52.4894
03.750,0.2,951,50.3708
03.750,0.325,1086,57.5212
03.750,0.350,1086,57.5212
03.750,0.375,1117,59.1631
03.750,0.3,1060,56.1441
03.750,0.425,1126,59.6398
03.750,0.45,1145,60.6462
03.750,0.475,1145,60.6462
03.750,0.4,1124,59.5339
03.750,0.5,1145,60.6462
03.800,0.025,859,45.4979
03.800,0.05,909,48.1462
03.800,0.075,910,48.1992
03.800,0.125,910,48.1992
03.800,0.150,910,48.1992
03.800,0.175,910,48.1992
03.800,0.1,910,48.1992
03.800,0.225,965,51.1123
03.800,0.25,968,51.2712
03.800,0.275,982,52.0127
03.800,0.2,911,48.2521
03.800,0.325,1109,58.7394
03.800,0.350,1124,59.5339
03.800,0.375,1130,59.8517
03.800,0.3,1014,53.7076
03.800,0.425,1152,61.0169
03.800,0.45,1156,61.2288
03.800,0.475,1159,61.3877
03.800,0.4,1144,60.5932
03.800,0.5,1159,61.3877
03.850,0.025,858,45.4449
03.850,0.05,913,48.3581
03.850,0.075,913,48.3581
03.850,0.125,913,48.3581
03.850,0.150,913,48.3581
03.850,0.175,932,49.3644
03.850,0.1,913,48.3581
03.850,0.225,957,50.6886
03.850,0.25,958,50.7415
03.850,0.275,961,50.9004
03.850,0.2,933,49.4174
03.850,0.325,1118,59.2161
03.850,0.350,1117,59.1631
03.850,0.375,1130,59.8517
03.850,0.3,1095,57.9979
03.850,0.425,1150,60.911
03.850,0.45,1154,61.1229
03.850,0.475,1163,61.5996
03.850,0.4,1142,60.4873
03.850,0.5,1163,61.5996
03.900,0.025,859,45.4979
03.900,0.05,911,48.2521
03.900,0.075,911,48.2521
03.900,0.125,911,48.2521
03.900,0.150,925,48.9936
03.900,0.175,925,48.9936
03.900,0.1,911,48.2521
03.900,0.225,926,49.0466
03.900,0.25,991,52.4894
03.900,0.275,993,52.5953
03.900,0.2,926,49.0466
03.900,0.325,1101,58.3157
03.900,0.350,1104,58.4746
03.900,0.375,1136,60.1695
03.900,0.3,1009,53.4428
03.900,0.425,1152,61.0169
03.900,0.45,1161,61.4936
03.900,0.475,1164,61.6525
03.900,0.4,1145,60.6462
03.900,0.5,1164,61.6525
03.950,0.025,852,45.1271
03.950,0.05,905,47.9343
03.950,0.075,905,47.9343
03.950,0.125,905,47.9343
03.950,0.150,907,48.0403
03.950,0.175,982,52.0127
03.950,0.1,905,47.9343
03.950,0.225,996,52.7542
03.950,0.25,996,52.7542
03.950,0.275,997,52.8072
03.950,0.2,987,52.2775
03.950,0.325,1124,59.5339
03.950,0.350,1145,60.6462
03.950,0.375,1151,60.964
03.950,0.3,1116,59.1102
03.950,0.425,1175,62.2352
03.950,0.45,1181,62.553
03.950,0.475,1181,62.553
03.950,0.4,1161,61.4936
03.950,0.5,1181,62.553
04.000,0.025,859,45.4979
04.000,0.05,912,48.3051
04.000,0.075,912,48.3051
04.000,0.125,912,48.3051
04.000,0.150,914,48.411
04.000,0.175,926,49.0466
04.000,0.1,912,48.3051
04.000,0.225,992,52.5424
04.000,0.25,995,52.7013
04.000,0.275,1028,54.4492
04.000,0.2,927,49.0996
04.000,0.325,1119,59.2691
04.000,0.350,1138,60.2754
04.000,0.375,1149,60.8581
04.000,0.3,1030,54.5551
04.000,0.425,1164,61.6525
04.000,0.45,1166,61.7585
04.000,0.475,1169,61.9174
04.000,0.4,1157,61.2818
04.000,0.5,1169,61.9174
04.050,0.025,846,44.8093
04.050,0.05,899,47.6165
04.050,0.075,901,47.7225
04.050,0.125,901,47.7225
04.050,0.150,901,47.7225
04.050,0.175,901,47.7225
04.050,0.1,901,47.7225
04.050,0.225,931,49.3114
04.050,0.25,1050,55.6144
04.050,0.275,1061,56.197
04.050,0.2,937,49.6292
04.050,0.325,1091,57.786
04.050,0.350,1115,59.0572
04.050,0.375,1141,60.4343
04.050,0.3,1080,57.2034
04.050,0.425,1152,61.0169
04.050,0.45,1168,61.8644
04.050,0.475,1180,62.5
04.050,0.4,1144,60.5932
04.050,0.5,1180,62.5
04.100,0.025,854,45.2331
04.100,0.05,907,48.0403
04.100,0.075,907,48.0403
04.100,0.125,907,48.0403
04.100,0.150,909,48.1462
04.100,0.175,909,48.1462
04.100,0.1,907,48.0403
04.100,0.225,944,50
04.100,0.25,945,50.053
04.100,0.275,1065,56.4089
04.100,0.2,921,48.7818
04.100,0.325,1090,57.7331
04.100,0.350,1143,60.5403
04.100,0.375,1147,60.7521
04.100,0.3,1068,56.5678
04.100,0.425,1166,61.7585
04.100,0.45,1170,61.9703
04.100,0.475,1177,62.3411
04.100,0.4,1160,61.4407
04.100,0.5,1177,62.3411
04.150,0.025,851,45.0742
04.150,0.05,906,47.9873
04.150,0.075,906,47.9873
04.150,0.125,906,47.9873
04.150,0.150,908,48.0932
04.150,0.175,920,48.7288
04.150,0.1,906,47.9873
04.150,0.225,980,51.9068
04.150,0.25,964,51.0593
04.150,0.275,1087,57.5742
04.150,0.2,921,48.7818
04.150,0.325,1101,58.3157
04.150,0.350,1129,59.7987
04.150,0.375,1147,60.7521
04.150,0.3,1095,57.9979
04.150,0.425,1156,61.2288
04.150,0.45,1162,61.5466
04.150,0.475,1168,61.8644
04.150,0.4,1154,61.1229
04.150,0.5,1168,61.8644
04.200,0.025,859,45.4979
04.200,0.05,909,48.1462
04.200,0.075,909,48.1462
04.200,0.125,909,48.1462
04.200,0.150,909,48.1462
04.200,0.175,912,48.3051
04.200,0.1,909,48.1462
04.200,0.225,914,48.411
04.200,0.25,965,51.1123
04.200,0.275,943,49.947
04.200,0.2,913,48.3581
04.200,0.325,1083,57.3623
04.200,0.350,1100,58.2627
04.200,0.375,1126,59.6398
04.200,0.3,1081,57.2564
04.200,0.425,1131,59.9047
04.200,0.45,1148,60.8051
04.200,0.475,1151,60.964
04.200,0.4,1131,59.9047
04.200,0.5,1153,61.0699
04.250,0.025,847,44.8623
04.250,0.05,898,47.5636
04.250,0.075,905,47.9343
04.250,0.125,905,47.9343
04.250,0.150,905,47.9343
04.250,0.175,905,47.9343
04.250,0.1,905,47.9343
04.250,0.225,952,50.4237
04.250,0.25,955,50.5826
04.250,0.275,1028,54.4492
04.250,0.2,955,50.5826
04.250,0.325,1111,58.8453
04.250,0.350,1120,59.322
04.250,0.375,1144,60.5932
04.250,0.3,1033,54.714
04.250,0.425,1153,61.0699
04.250,0.45,1153,61.0699
04.250,0.475,1153,61.0699
04.250,0.4,1149,60.8581
04.250,0.5,1153,61.0699
04.300,0.025,857,45.3919
04.300,0.05,913,48.3581
04.300,0.075,913,48.3581
04.300,0.125,913,48.3581
04.300,0.150,913,48.3581
04.300,0.175,913,48.3581
04.300,0.1,913,48.3581
04.300,0.225,924,48.9407
04.300,0.25,997,52.8072
04.300,0.275,1002,53.072
04.300,0.2,924,48.9407
04.300,0.325,1116,59.1102
04.300,0.350,1133,60.0106
04.300,0.375,1153,61.0699
04.300,0.3,1066,56.4619
04.300,0.425,1166,61.7585
04.300,0.45,1170,61.9703
04.300,0.475,1170,61.9703
04.300,0.4,1153,61.0699
04.300,0.5,1175,62.2352
04.350,0.025,845,44.7564
04.350,0.05,899,47.6165
04.350,0.075,900,47.6695
04.350,0.125,900,47.6695
04.350,0.150,902,47.7754
04.350,0.175,902,47.7754
04.350,0.1,900,47.6695
04.350,0.225,938,49.6822
04.350,0.25,946,50.1059
04.350,0.275,1052,55.7203
04.350,0.2,902,47.7754
04.350,0.325,1080,57.2034
04.350,0.350,1113,58.9513
04.350,0.375,1125,59.5869
04.350,0.3,1072,56.7797
04.350,0.425,1157,61.2818
04.350,0.45,1161,61.4936
04.350,0.475,1164,61.6525
04.350,0.4,1140,60.3814
04.350,0.5,1164,61.6525
04.400,0.025,857,45.3919
04.400,0.05,905,47.9343
04.400,0.075,905,47.9343
04.400,0.125,905,47.9343
04.400,0.150,907,48.0403
04.400,0.175,907,48.0403
04.400,0.1,905,47.9343
04.400,0.225,965,51.1123
04.400,0.25,967,51.2182
04.400,0.275,1014,53.7076
04.400,0.2,965,51.1123
04.400,0.325,1089,57.6801
04.400,0.350,1115,59.0572
04.400,0.375,1123,59.4809
04.400,0.3,1091,57.786
04.400,0.425,1130,59.8517
04.400,0.45,1137,60.2225
04.400,0.475,1154,61.1229
04.400,0.4,1127,59.6928
04.400,0.5,1154,61.1229
04.450,0.025,847,44.8623
04.450,0.05,900,47.6695
04.450,0.075,900,47.6695
04.450,0.125,900,47.6695
04.450,0.150,902,47.7754
04.450,0.175,942,49.8941
04.450,0.1,900,47.6695
04.450,0.225,945,50.053
04.450,0.25,970,51.3771
04.450,0.275,971,51.4301
04.450,0.2,943,49.947
04.450,0.325,1107,58.6335
04.450,0.350,1111,58.8453
04.450,0.375,1111,58.8453
04.450,0.3,1065,56.4089
04.450,0.425,1138,60.2754
04.450,0.45,1149,60.8581
04.450,0.475,1158,61.3347
04.450,0.4,1120,59.322
04.450,0.5,1158,61.3347
04.500,0.025,853,45.1801
04.500,0.05,904,47.8814
04.500,0.075,909,48.1462
04.500,0.125,909,48.1462
04.500,0.150,909,48.1462
04.500,0.175,909,48.1462
04.500,0.1,909,48.1462
04.500,0.225,980,51.9068
04.500,0.25,1003,53.125
04.500,0.275,979,51.8538
04.500,0.2,921,48.7818
04.500,0.325,1111,58.8453
04.500,0.350,1127,59.6928
04.500,0.375,1130,59.8517
04.500,0.3,1092,57.839
04.500,0.425,1145,60.6462
04.500,0.45,1147,60.7521
04.500,0.475,1150,60.911
04.500,0.4,1137,60.2225
04.500,0.5,1150,60.911
04.550,0.025,857,45.3919
04.550,0.05,905,47.9343
04.550,0.075,910,48.1992
04.550,0.125,913,48.3581
04.550,0.150,913,48.3581
04.550,0.175,913,48.3581
04.550,0.1,913,48.3581
04.550,0.225,914,48.411
04.550,0.25,973,51.536
04.550,0.275,976,51.6949
04.550,0.2,914,48.411
04.550,0.325,1091,57.786
04.550,0.350,1120,59.322
04.550,0.375,1122,59.428
04.550,0.3,976,51.6949
04.550,0.425,1140,60.3814
04.550,0.45,1140,60.3814
04.550,0.475,1152,61.0169
04.550,0.4,1130,59.8517
04.550,0.5,1152,61.0169
04.600,0.025,853,45.1801
04.600,0.05,905,47.9343
04.600,0.075,905,47.9343
04.600,0.125,905,47.9343
04.600,0.150,905,47.9343
04.600,0.175,905,47.9343
04.600,0.1,905,47.9343
04.600,0.225,1009,53.4428
04.600,0.25,1009,53.4428
04.600,0.275,1015,53.7606
04.600,0.2,906,47.9873
04.600,0.325,1125,59.5869
04.600,0.350,1127,59.6928
04.600,0.375,1154,61.1229
04.600,0.3,1033,54.714
04.600,0.425,1162,61.5466
04.600,0.45,1166,61.7585
04.600,0.475,1166,61.7585
04.600,0.4,1156,61.2288
04.600,0.5,1166,61.7585
04.650,0.025,846,44.8093
04.650,0.05,902,47.7754
04.650,0.075,902,47.7754
04.650,0.125,902,47.7754
04.650,0.150,902,47.7754
04.650,0.175,942,49.8941
04.650,0.1,902,47.7754
04.650,0.225,972,51.4831
04.650,0.25,980,51.9068
04.650,0.275,1025,54.2903
04.650,0.2,950,50.3178
04.650,0.325,1134,60.0636
04.650,0.350,1146,60.6992
04.650,0.375,1152,61.0169
04.650,0.3,1041,55.1377
04.650,0.425,1156,61.2288
04.650,0.45,1163,61.5996
04.650,0.475,1168,61.8644
04.650,0.4,1152,61.0169
04.650,0.5,1168,61.8644
04.700,0.025,840,44.4915
04.700,0.05,894,47.3517
04.700,0.075,895,47.4047
04.700,0.125,895,47.4047
04.700,0.150,897,47.5106
04.700,0.175,897,47.5106
04.700,0.1,895,47.4047
04.700,0.225,945,50.053
04.700,0.25,953,50.4767
04.700,0.275,959,50.7945
04.700,0.2,943,49.947
04.700,0.325,1076,56.9915
04.700,0.350,1080,57.2034
04.700,0.375,1124,59.5339
04.700,0.3,1064,56.3559
04.700,0.425,1151,60.964
04.700,0.45,1155,61.1758
04.700,0.475,1155,61.1758
04.700,0.4,1137,60.2225
04.700,0.5,1159,61.3877
04.750,0.025,847,44.8623
04.750,0.05,897,47.5106
04.750,0.075,897,47.5106
04.750,0.125,897,47.5106
04.750,0.150,899,47.6165
04.750,0.175,899,47.6165
04.750,0.1,897,47.5106
04.750,0.225,984,52.1186
04.750,0.25,981,51.9597
04.750,0.275,985,52.1716
04.750,0.2,949,50.2648
04.750,0.325,1083,57.3623
04.750,0.350,1094,57.9449
04.750,0.375,1100,58.2627
04.750,0.3,1080,57.2034
04.750,0.425,1128,59.7458
04.750,0.45,1143,60.5403
04.750,0.475,1146,60.6992
04.750,0.4,1114,59.0042
04.750,0.5,1149,60.8581
04.800,0.025,847,44.8623
04.800,0.05,900,47.6695
04.800,0.075,900,47.6695
04.800,0.125,900,47.6695
04.800,0.150,938,49.6822
04.800,0.175,955,50.5826
04.800,0.1,900,47.6695
04.800,0.225,969,51.3242
04.800,0.25,969,51.3242
04.800,0.275,1005,53.2309
04.800,0.2,942,49.8941
04.800,0.325,1101,58.3157
04.800,0.350,1106,58.5805
04.800,0.375,1127,59.6928
04.800,0.3,1076,56.9915
04.800,0.425,1150,60.911
04.800,0.45,1158,61.3347
04.800,0.475,1163,61.5996
04.800,0.4,1132,59.9576
04.800,0.5,1163,61.5996
04.850,0.025,899,47.6165
04.850,0.05,901,47.7225
04.850,0.075,902,47.7754
04.850,0.125,902,47.7754
04.850,0.150,902,47.7754
04.850,0.175,902,47.7754
04.850,0.1,902,47.7754
04.850,0.225,941,49.8411
04.850,0.25,977,51.7479
04.850,0.275,992,52.5424
04.850,0.2,935,49.5233
04.850,0.325,1076,56.9915
04.850,0.350,1101,58.3157
04.850,0.375,1111,58.8453
04.850,0.3,994,52.6483
04.850,0.425,1128,59.7458
04.850,0.45,1140,60.3814
04.850,0.475,1143,60.5403
04.850,0.4,1124,59.5339
04.850,0.5,1149,60.8581
04.900,0.025,854,45.2331
04.900,0.05,854,45.2331
04.900,0.075,921,48.7818
04.900,0.125,921,48.7818
04.900,0.150,923,48.8877
04.900,0.175,923,48.8877
04.900,0.1,921,48.7818
04.900,0.225,971,51.4301
04.900,0.25,976,51.6949
04.900,0.275,989,52.3835
04.900,0.2,926,49.0466
04.900,0.325,1082,57.3093
04.900,0.350,1091,57.786
04.900,0.375,1101,58.3157
04.900,0.3,1023,54.1843
04.900,0.425,1139,60.3284
04.900,0.45,1151,60.964
04.900,0.475,1154,61.1229
04.900,0.4,1141,60.4343
04.900,0.5,1154,61.1229
04.950,0.025,859,45.4979
04.950,0.05,911,48.2521
04.950,0.075,911,48.2521
04.950,0.125,911,48.2521
04.950,0.150,913,48.3581
04.950,0.175,913,48.3581
04.950,0.1,911,48.2521
04.950,0.225,937,49.6292
04.950,0.25,937,49.6292
04.950,0.275,939,49.7352
04.950,0.2,937,49.6292
04.950,0.325,1077,57.0445
04.950,0.350,1089,57.6801
04.950,0.375,1108,58.6864
04.950,0.3,959,50.7945
04.950,0.425,1137,60.2225
04.950,0.45,1143,60.5403
04.950,0.475,1154,61.1229
04.950,0.4,1115,59.0572
04.950,0.5,1154,61.1229
05.000,0.025,855,45.286
05.000,0.05,907,48.0403
05.000,0.075,907,48.0403
05.000,0.125,907,48.0403
05.000,0.150,907,48.0403
05.000,0.175,943,49.947
05.000,0.1,907,48.0403
05.000,0.225,943,49.947
05.000,0.25,943,49.947
05.000,0.275,1049,55.5614
05.000,0.2,943,49.947
05.000,0.325,1075,56.9386
05.000,0.350,1111,58.8453
05.000,0.375,1111,58.8453
05.000,0.3,1075,56.9386
05.000,0.425,1129,59.7987
05.000,0.45,1150,60.911
05.000,0.475,1150,60.911
05.000,0.4,1123,59.4809
05.000,0.5,1150,60.911
05.050,0.025,846,44.8093
05.050,0.05,896,47.4576
05.050,0.075,896,47.4576
05.050,0.125,896,47.4576
05.050,0.150,898,47.5636
05.050,0.175,943,49.947
05.050,0.1,896,47.4576
05.050,0.225,973,51.536
05.050,0.25,997,52.8072
05.050,0.275,982,52.0127
05.050,0.2,960,50.8475
05.050,0.325,1110,58.7924
05.050,0.350,1115,59.0572
05.050,0.375,1118,59.2161
05.050,0.3,1095,57.9979
05.050,0.425,1132,59.9576
05.050,0.45,1148,60.8051
05.050,0.475,1148,60.8051
05.050,0.4,1123,59.4809
05.050,0.5,1148,60.8051
05.100,0.025,894,47.3517
05.100,0.05,894,47.3517
05.100,0.075,896,47.4576
05.100,0.125,896,47.4576
05.100,0.150,898,47.5636
05.100,0.175,955,50.5826
05.100,0.1,896,47.4576
05.100,0.225,964,51.0593
05.100,0.25,965,51.1123
05.100,0.275,970,51.3771
05.100,0.2,955,50.5826
05.100,0.325,1106,58.5805
05.100,0.350,1109,58.7394
05.100,0.375,1144,60.5932
05.100,0.3,1094,57.9449
05.100,0.425,1153,61.0699
05.100,0.45,1153,61.0699
05.100,0.475,1163,61.5996
05.100,0.4,1144,60.5932
05.100,0.5,1167,61.8114
05.150,0.025,836,44.2797
05.150,0.05,888,47.0339
05.150,0.075,888,47.0339
05.150,0.125,890,47.1398
05.150,0.150,890,47.1398
05.150,0.175,890,47.1398
05.150,0.1,888,47.0339
05.150,0.225,950,50.3178
05.150,0.25,950,50.3178
05.150,0.275,957,50.6886
05.150,0.2,891,47.1928
05.150,0.325,1083,57.3623
05.150,0.350,1114,59.0042
05.150,0.375,1114,59.0042
05.150,0.3,1062,56.25
05.150,0.425,1138,60.2754
05.150,0.45,1144,60.5932
05.150,0.475,1144,60.5932
05.150,0.4,1125,59.5869
05.150,0.5,1144,60.5932
05.200,0.025,847,44.8623
05.200,0.05,847,44.8623
05.200,0.075,888,47.0339
05.200,0.125,888,47.0339
05.200,0.150,888,47.0339
05.200,0.175,888,47.0339
05.200,0.1,888,47.0339
05.200,0.225,944,50
05.200,0.25,949,50.2648
05.200,0.275,968,51.2712
05.200,0.2,889,47.0869
05.200,0.325,1094,57.9449
05.200,0.350,1104,58.4746
05.200,0.375,1107,58.6335
05.200,0.3,973,51.536
05.200,0.425,1129,59.7987
05.200,0.45,1131,59.9047
05.200,0.475,1134,60.0636
05.200,0.4,1123,59.4809
05.200,0.5,1134,60.0636
05.250,0.025,855,45.286
05.250,0.05,906,47.9873
05.250,0.075,906,47.9873
05.250,0.125,906,47.9873
05.250,0.150,906,47.9873
05.250,0.175,906,47.9873
05.250,0.1,906,47.9873
05.250,0.225,962,50.9534
05.250,0.25,1009,53.4428
05.250,0.275,1120,59.322
05.250,0.2,957,50.6886
05.250,0.325,1132,59.9576
05.250,0.350,1132,59.9576
05.250,0.375,1138,60.2754
05.250,0.3,1126,59.6398
05.250,0.425,1162,61.5466
05.250,0.45,1161,61.4936
05.250,0.475,1166,61.7585
05.250,0.4,1154,61.1229
05.250,0.5,1166,61.7585
05.300,0.025,846,44.8093
05.300,0.05,899,47.6165
05.300,0.075,899,47.6165
05.300,0.125,899,47.6165
05.300,0.150,899,47.6165
05.300,0.175,899,47.6165
05.300,0.1,899,47.6165
05.300,0.225,945,50.053
05.300,0.25,945,50.053
05.300,0.275,951,50.3708
05.300,0.2,925,48.9936
05.300,0.325,1109,58.7394
05.300,0.350,1115,59.0572
05.300,0.375,1126,59.6398
05.300,0.3,1004,53.178
05.300,0.425,1142,60.4873
05.300,0.45,1144,60.5932
05.300,0.475,1147,60.7521
05.300,0.4,1136,60.1695
05.300,0.5,1147,60.7521
05.350,0.025,890,47.1398
05.350,0.05,891,47.1928
05.350,0.075,891,47.1928
05.350,0.125,904,47.8814
05.350,0.150,906,47.9873
05.350,0.175,906,47.9873
05.350,0.1,891,47.1928
05.350,0.225,978,51.8008
05.350,0.25,987,52.2775
05.350,0.275,1068,56.5678
05.350,0.2,945,50.053
05.350,0.325,1087,57.5742
05.350,0.350,1087,57.5742
05.350,0.375,1126,59.6398
05.350,0.3,1082,57.3093
05.350,0.425,1142,60.4873
05.350,0.45,1148,60.8051
05.350,0.475,1151,60.964
05.350,0.4,1138,60.2754
05.350,0.5,1153,61.0699
05.400,0.025,848,44.9153
05.400,0.05,894,47.3517
05.400,0.075,894,47.3517
05.400,0.125,901,47.7225
05.400,0.150,901,47.7225
05.400,0.175,901,47.7225
05.400,0.1,894,47.3517
05.400,0.225,951,50.3708
05.400,0.25,951,50.3708
05.400,0.275,960,50.8475
05.400,0.2,954,50.5297
05.400,0.325,1086,57.5212
05.400,0.350,1097,58.1038
05.400,0.375,1109,58.7394
05.400,0.3,1077,57.0445
05.400,0.425,1129,59.7987
05.400,0.45,1149,60.8581
05.400,0.475,1152,61.0169
05.400,0.4,1113,58.9513
05.400,0.5,1152,61.0169
05.450,0.025,838,44.3856
05.450,0.05,892,47.2458
05.450,0.075,892,47.2458
05.450,0.125,892,47.2458
05.450,0.150,894,47.3517
05.450,0.175,894,47.3517
05.450,0.1,892,47.2458
05.450,0.225,953,50.4767
05.450,0.25,953,50.4767
05.450,0.275,991,52.4894
05.450,0.2,951,50.3708
05.450,0.325,1107,58.6335
05.450,0.350,1112,58.8983
05.450,0.375,1118,59.2161
05.450,0.3,1006,53.2839
05.450,0.425,1143,60.5403
05.450,0.45,1143,60.5403
05.450,0.475,1145,60.6462
05.450,0.4,1141,60.4343
05.450,0.5,1156,61.2288
05.500,0.025,841,44.5445
05.500,0.05,891,47.1928
05.500,0.075,891,47.1928
05.500,0.125,893,47.2987
05.500,0.150,895,47.4047
05.500,0.175,931,49.3114
05.500,0.1,893,47.2987
05.500,0.225,955,50.5826
05.500,0.25,964,51.0593
05.500,0.275,964,51.0593
